clean_name,clalit,maccabi,meuhedet,leumit
דורה שכטר,0,0,0,0
דורון סודרסקי,1,1,0,1
דורון קליין,0,0,0,0
דורון קשת,0,1,0,0
דורון רוזיצקי,0,0,0,0
דורון רוזן,0,0,0,0
דורון שינדל,1,0,0,0
דורון שמעוני,1,0,0,0
דורינה קלש - מרפאת dc,0,0,0,0
דורית פז,0,1,0,0
דורית רביד,1,0,1,0
דיאא זייד,0,0,0,0
דיאנה זולוטניק,0,0,0,0
דיאנה שטיין,0,0,0,0
דיב דאוד,0,0,0,0
דיימיאן אורבן,0,0,0,0
דימיטרי שייניס,1,1,0,1
דין לוטרין,0,1,0,0
דין קרן,0,1,0,0
דינה גופשטיין חיות,0,0,0,0
דינה לויטס,0,0,0,0
דינה רויטמן,0,0,0,0
דינה רייזה כהן,0,0,0,0
דליה חיים,0,0,0,0
דלית דרימן,0,0,0,0
דלית פורת בן עמי,0,0,0,0
דמיטרי אוסטרובסקי,0,0,0,0
דמיטרי איזנשטיין,0,0,0,0
דמיטרי חונוביץ,0,1,0,0
דמיטרי יעקובוביץ',1,0,1,0
דמיטרי לנצט,0,0,0,0
דן אודנהיימר,0,0,0,0
דן אויירו,0,0,0,0
דן אליאן,0,0,0,0
דן אפשטיין,0,0,0,0
דן גבור,0,0,0,0
דן גור,0,0,0,0
דן גורדון,0,0,0,0
דן גרינברג,0,0,0,0
דן הדס,0,0,0,0
דן יניב,0,0,0,0
דן ירדני,0,0,0,0
דן לוין,0,0,0,0
דן ליבובסקי,0,0,0,0
דן מימון,0,0,0,0
דן פטרוניוס,0,0,0,0
דן פרט,0,0,0,0
דן צ'יובוטרו,0,0,0,0
דן צין,0,1,0,0
דן שניידר,0,0,0,0
דן תירוש,0,0,0,0
דנה אמיר-קליין,0,0,0,0
דנה בן-עמי שור,0,0,0,0
דנה כגנסקי,0,0,0,0
דנה כהן שמחי,0,0,0,0
דנה ליבנה,0,0,0,0
דנה שלמון,0,0,0,0
דנטל יוניק dental unique,0,0,0,0
דנטל מדיקל סנטר |  דורון בר חן,0,0,0,0
דני רוטשילד,0,1,0,0
דניאל אופיר,1,1,0,0
דניאל אלון,0,0,0,0
דניאל בן הרוש,0,0,0,0
דניאל הורוביץ,0,0,0,0
דניאל וולטש,0,0,0,0
דניאל ווליך,1,0,0,0
דניאל טרנר,0,0,1,0
דניאל יפית,0,1,1,0
דניאל לוין,0,0,0,0
דניאל מור הדר,0,0,0,0
דניאל מוריינוס,0,0,0,0
דניאל סעידיאן,0,0,0,0
דניאל ספיר,0,0,0,0
דניאל קוטלר,1,0,1,1
דניאל קייזמן,0,1,0,0
דניאל רוזנשטיין,0,0,0,0
דניאל רייף,0,0,0,0
דניאל רפפורט,0,0,0,0
דניאל שי,0,0,0,0
דניאל שינהר,0,0,0,0
דניאלה לוי ארז,0,0,0,0
דניאלה מונטאנו,0,0,0,0
דניאלה נווה,0,1,0,0
דניאלה שבת טאוב,0,0,0,0
דניס קוגן,0,0,0,0
דניס רובינשטיין,1,1,0,0
דפנה ברסוק,0,0,0,0
דפנה יעקבי (שילה),0,0,0,0
דפנה מנספלד,0,0,0,0
דפנה שוחט,0,0,0,0
דקל ויסבלך,0,0,0,0
דר ענת בירמן,0,0,1,0
דר' איתן לויטס,0,0,0,0
דר' דן ליטנר,0,0,0,0
דר' יואב אברהמי,0,0,1,0
דר' משה דודאי - פרופ' משנה לכירורגיה,0,0,0,0
דרור אופיר,0,0,0,0
דרור הרר,0,0,0,0
דרור לינדנר,0,0,0,0
דרור סדן,0,0,0,0
דרורית מרקל,0,0,0,0
דריה מילבסקי,0,0,0,0
דר׳ אודי צינמון,1,0,0,0
ד״ר אביטל ורטהיימר,0,0,0,0
ד״ר אוקסנה סמניוק,0,0,0,0
ד״ר אורן נייזוב,0,0,0,0
ד״ר אייל מור הדר,0,0,0,0
ד״ר אלכס קגן - המרכז לאבחון וטיפול,0,0,0,0
ד״ר אלכסנדר שלמן,0,0,0,0
ד״ר אמיר פשיטיצקי,0,0,0,0
ד״ר אסף דותן,0,0,0,0
ד״ר אריאל הירשהורן,0,0,0,0
ד״ר אריק סגל,0,0,0,0
ד״ר בנגייב - רשת מרפאות שיניים,0,0,0,0
ד״ר גלי שטופמן,0,0,0,0
ד״ר ג׳ורג׳ סאלאמסוב ואילנה אלקובסקי אמרלד אסתטיקס emerald aesthetics,0,0,0,0
ד״ר ג׳סיקה ז״ק דגן,0,0,0,0
ד״ר דן וודוביץ,0,0,0,0
ד״ר דן סודיה,0,0,0,0
ד״ר דנה גלוזמן ויניצקי,0,0,0,0
ד״ר דניאלה קושניר-גרינבאום,0,0,0,0
ד״ר דרור לוינר,0,1,0,0
ד״ר ולרי בילנקו,1,0,0,0
ד״ר זיו פרץ,0,0,0,0
ד״ר חאלד מוחמד,0,0,0,0
ד״ר טליה נתן,0,0,0,0
ד״ר יהונתן ב. גוטליב,0,0,0,0
ד״ר יעל יגור,0,0,0,0
ד״ר יצחק פינחסוב,0,0,0,0
ד״ר לארי ספוזניקוב,0,0,0,0
ד״ר לידר רפאלי ברקוביץ,0,0,0,0
ד״ר לירון קוגן,0,1,1,0
ד״ר מוראד סייד אחמד,0,0,0,0
ד״ר מיה שטיינברג,1,0,0,0
ד״ר מיכאל משה,0,0,0,0
ד״ר מיכל מלול,0,0,0,0
ד״ר מנואל צווקר,0,0,0,0
ד״ר מרינה קמנצקי,0,0,0,0
ד״ר מתי רוזנבלט,0,0,0,0
ד״ר נור חמדאן,0,0,0,0
ד״ר נעם איבשיץ,0,0,0,0
ד״ר נעמה אפרת גלדמן,0,0,0,0
ד״ר סידני סימון,0,0,0,0
ד״ר ספיר פנחס,0,0,0,0
ד״ר עדן דוידוב,0,0,0,0
ד״ר עומרי זידאן,0,0,0,0
ד״ר עמיחי רוזנצוויג,0,1,0,0
ד״ר ענת בן ארי שפירא,0,0,0,0
ד״ר פארוק נאטור,0,0,0,0
ד״ר רוזנה שכטר,0,0,0,0
ד״ר רון בן אליהו,1,0,1,0
ד״ר שיראל דמרי יוספי,0,0,0,0
ד״ר שירה שומר,0,0,0,0
ד״ר שירלי אורן,0,1,0,0
ד״ר תמר בורקובסקי טילמן,0,0,0,0
ד”ר איילת זלוטוגורסקי הורביץ,0,0,0,0
ד”ר ארז נסצקי,0,0,0,0
ד”ר דיאב וליד,0,0,0,0
ד”ר הלית גיא-חן,0,0,0,0
ד”ר יהודית שור וולט,1,0,0,0
ד”ר יהונתן איליא,0,0,0,0
ד”ר יהונתן קפלן,1,1,0,0
ד”ר יובל שפירא,0,0,0,0
ד”ר יניב דותן,0,0,0,0
ד”ר יעל רנרט יובל,0,0,0,0
ד”ר לביב קאקונדה,0,0,0,0
ד”ר לירון מלכא,1,0,0,0
ד”ר מוהנד מסעוד,1,0,0,0
ד”ר מיגל שטיין,0,0,0,0
ד”ר נאיל עבאיה,1,1,0,0
ד”ר נועה גרדוס,0,0,0,0
ד”ר עדי נוסרטי פרצ׳יק,0,0,0,0
ד”ר עדי רובין בן-יואב,0,0,0,0
ד”ר עוז סגל,0,0,0,0
ד”ר עידו שטהל,1,0,0,0
ד”ר עמאד סחניני,1,1,0,1
ד”ר צבי חי ברנע,0,0,0,0
ד”ר רועי הולצמן,0,0,0,0
ד”ר רינה טמיר יניב,1,0,1,0
ד”ר שאדי חאיכ,0,0,0,0
האגף הדנטלי המרכז הרפואי שמיר (אסף הרופא),0,0,0,0
האדי עבוד,0,0,0,0
האני רביע,0,0,0,0
הדס גנץ סורוצקי,0,0,0,0
הדס דורצ'ין אשכנזי,0,0,0,0
הדס מירמברג,0,1,0,0
הדס עופר פרידמן,0,0,0,0
הדר טיטו,0,0,0,0
הדר ישראלי,0,0,0,0
הדר מילוא-רז,0,0,0,0
הדר קולב,0,0,0,0
הדר רשף,0,0,0,0
הוארי מוחמד,0,0,0,0
היבא זערורה,0,1,1,0
היבא מסרי עיראקי,1,0,0,0
הייתם אבו חדיג׳ה‎,1,1,1,0
הייתם אבו נגמה,1,0,0,0
הייתם עוויסאת,0,0,0,0
הילה איסקוב,0,0,0,0
הילה אלפסי,1,0,0,0
הילה אנשל - מכון 'סינפס',1,0,0,0
הילה בוחבוט,0,0,0,0
הילה גולדשטיין,0,1,0,0
הילה חרמון,1,1,1,0
הילה לנדאו,1,0,0,1
הילה קליין,0,0,0,0
הלל שטיינר,0,0,0,0
הלמוט אלר,0,0,0,0
הלן קסטיאל גרין,0,0,0,0
הלנה איגרא,0,0,0,0
הלנה קצמן,0,0,0,0
המחלקה לכירורגיה פלסטית במרכז הרפואי שמיר (אסף הרופא),0,0,0,0
המכון לאולטרסאונד והיריון,0,0,0,0
המרכז הישראלי לרפואת האוזן,1,1,0,1
המרכז הרפואי לטיפול בהשמנה,0,0,0,0
המרכז לבריאות העיניים מדיקל וילג',1,1,1,1
המרכז להשתלות שיניים dw,0,0,0,0
המרכז לטיפול רפואי בהשמנה - פרופ' קמרי,0,0,0,0
המרכז לרפואת שיניים  ותד,0,0,0,0
המרכז לרפואת שיניים ד”ר רפאל חיימוב,0,0,0,0
הנאא חאג' עבאיה,0,1,0,0
הנדי ג'ואד,0,1,0,1
הנרי גירון,0,0,0,0
הראל יעקבי,0,1,0,0
ואדים בנקוביץ,0,0,0,0
"ואיל ח'ורי -  khoury wael, md, mha",0,0,1,1
ואסים משיעל,0,1,1,0
וג'די מהדאוי,0,0,0,0
ודים טשליקוב,0,0,0,0
ודים מקרין,0,0,0,0
ווהבי ווהבי,1,1,1,1
וורן איזקוב,0,0,0,0
ויאוריקה קונדריה,0,0,0,0
ויטה יעקובלב,0,0,0,0
ויטלי אלכסנדרובסקי,1,0,0,1
ויטלי ברש,0,0,0,0
ויטלי מן,0,0,0,0
ויטלי מרצ'נקו,0,0,0,0
וייסמן טוביה,0,0,0,0
ויסאם אנדראוס,0,0,0,0
ויסאם גבן,1,1,1,1
ויקטור אסקין,0,0,0,0
ויקטור דואני,0,0,0,0
ויקטור פלדמן,0,0,0,0
ויקטור קוראקין,1,1,1,0
ויקטור רובצ'בסקי,0,0,0,0
ויקטוריה ניימן,0,1,0,1
ויקטוריה קוליקוב,0,0,0,0
ולדימיר בלוך,0,0,0,0
ולדימיר ברק,0,0,0,0
ולדימיר גולדמן,0,0,0,0
ולדימיר וסילנקו,0,0,0,0
ולדימיר יוטקין,1,1,1,1
ולדימיר פולטייב,0,0,0,0
ולדיסלב יריומין,0,0,0,0
וליד אבו נסרה,0,0,0,0
וליד סמרי,1,0,0,1
וליד קסיס,1,1,1,1
ולרי בייב,0,0,0,0
ולרי דונצ'יק,0,0,0,0
ונסה רואש,0,0,0,0
וסבולוד רודמן,0,0,0,0
וסילי צ'רמיסין,1,1,1,0
וסים אבו נסרה,0,1,0,1
וסים ג׳בר,0,0,0,0
וסים ותד,1,0,0,1
וסים חילו,1,0,0,0
וסים נסאר,0,1,1,1
וסים סאיג,1,1,1,0
וסים עבוד,0,0,0,0
וסים עזאם,0,0,0,0
וסים שחאדה,0,0,0,0
ופאא קסיס,1,0,0,0
ורד ליבנה,0,0,0,1
ורד סבירסקי,0,0,0,0
ורד קלייטמן,0,0,0,0
ורד שיכטר קונפינו,1,0,0,0
ותד מחמוד,0,0,0,0
ז'אן מרק וויינשטיין,0,0,0,0
זאב דוידוביץ',0,1,0,0
זאב ולדימיר קובזנצב,1,0,0,0
זאב מיקלר,0,0,0,0
זאב מץ,0,0,0,0
זאב פלדברין,1,1,0,0
זאב צילקר,0,0,0,0
זאב רם,0,0,0,0
זאהר חורי,0,0,0,0
זאהר מרג'י,0,0,0,0
זוהר בן שטח,0,0,0,0
זיאד חמאיסי,0,0,0,0
זיוה לוריא - הר ציון,0,0,0,0
זיוה נוי תמיר,1,1,0,0
זינה אלמר,1,0,0,0
זכי ריינר,0,0,0,0
חאדר סקר,0,0,0,0
חאלד גסאר,0,0,0,0
חביב שחאדה,0,0,0,0
חגי אביזמר,0,0,0,1
חגי אבנט,0,0,0,0
חגי אמסלם,1,1,1,1
חגי לנדוב,0,1,1,1
חגי קליין,0,1,0,0
חגי קמר,0,1,0,0
חגית אבני,0,0,0,0
חגית אופיר,0,0,0,0
חגית ברדיצ'בסקי,0,0,0,0
חגית פניני,0,0,0,0
חדר חטיב,0,1,0,0
חוסאם בדראנה,0,0,0,0
חוסאם זרייק,0,0,0,0
חוסיין מחאג'נה,0,0,0,0
חוסיין סמחאת,1,0,0,0
חוסיין שמיה,0,0,0,0
חוסין סלימאן,1,0,0,0
חופית כהן,0,0,0,0
חזי לוי,0,0,0,0
חזי פרסטר,1,1,0,0
חיה בהגון,0,0,0,0
חיה מאיר,0,0,0,1
חיוכים smile,0,0,0,0
חיים דורון,0,0,0,0
חיים יהודה,1,0,0,0
חיים משה אדהאן,1,0,1,1
חיים קפלן,1,0,0,0
חכמת בדארנה,0,0,0,0
חלי אפרת - אחות לדרך ניהול רפואי,0,0,0,0
חלי ריבק,0,0,0,0
חלים נסאר,0,0,0,0
חמאתי ח'ליל,0,0,0,0
חן בזל,0,0,0,0
חן גולדשמיט,1,0,1,0
חן חג'בי,0,0,0,0
חנא זרייק,0,0,0,0
חנא מחול,0,0,0,0
חנה פריד,0,0,0,0
חנוך שרייבר,1,0,0,0
חני פל,0,0,0,0
חסן חאסקיה,0,0,0,0
חסן חטיב,0,0,0,0
חסן סולטאן,0,0,0,0
חסן קיס,1,1,1,1
חסן שמא,0,0,0,0
טארק טאהא,0,1,1,0
טארק נימר,0,0,0,0
טהה עומר,1,0,0,0
טובי רסין,0,0,0,1
טוני כראם,1,0,1,1
טופז מרכז מומחים לרפואה פרטית,0,0,0,0
טופז מרכזים רפואיים לרפואת שיניים ורפואה אסתטית,0,0,0,0
טטיאנה שקרה,0,0,0,0
טיירי לסקר,0,0,0,0
טיפול נבון,1,0,0,0
טיפולים דרמואסתטים - מרפאת דוקטור מוני פרידמן,0,0,0,0
טל אורון,0,0,0,0
טל איצ'קובסקי,0,0,0,0
טל איצקוביץ',0,0,0,0
טל אליהו,0,0,0,0
טל אלקן מילר,1,0,0,0
טל אנגל,0,0,0,0
טל ברגמן,0,0,0,0
טל ברגר,0,0,0,0
טל דהן,0,0,0,0
טל דזורייב,0,0,0,0
טל הראל,0,0,0,0
טל וינטרמן,0,0,0,0
טל ויסמן קויפמן,0,0,0,0
טל טוביאס,1,0,0,0
טל טולקין,0,0,0,0
טל לגזיאל,1,0,0,0
טל ליבנה,0,0,0,0
טל לצר,0,0,0,0
טל מרשק,0,0,1,1
טל נאמן לוי,0,0,0,0
טל נתיב,0,0,0,0
טל פז,0,0,0,0
טל פליגלמן,0,0,0,0
טל קאופמן גולדברג,0,0,0,0
טל קובל,0,1,0,0
טל קונפינו,0,0,0,0
טל קורן,0,0,0,0
טל קפושה,0,0,0,0
טל רביב,0,0,0,0
טל רפאל שרקון,1,0,0,0
טל שחר,0,0,0,0
טל שחר מלאך,0,0,0,0
טל שפירא רוטנברג,0,0,0,0
טלי דרורי,0,0,0,0
טלי זוט בן שבת ו  יורם בן שבת,0,0,0,0
טלי יונש-קמחי,0,0,0,0
טלי פורטל בנקר,0,0,0,0
טלי פרידמן,0,0,0,0
טלי שקולניק,0,1,0,0
טליה ברנשטיין,0,0,0,0
טליה דיקר כהן,0,0,0,0
טליה מאיר,0,1,0,0
טליה פרידמן ברהום,0,0,0,0
טליה שפיץ שרקון,0,0,0,0
טניה כוגן,0,0,0,0
יאיר גורצק,1,1,0,0
יאיר גרוסברד,0,0,0,0
יאיר גרין חלימי,0,0,0,0
יאיר דייקן,0,0,0,0
יאיר ווליוביץ,0,0,0,0
יאיר זלוטניק,0,0,0,1
יאיר ישראל,0,0,0,0
יאיר לנדאו,1,0,0,0
יאיר שחר,1,1,1,1
יאנה בייטלמן,0,0,0,0
יאנה ברודנר,1,0,0,0
יאנה שפונט,0,0,0,0
יארה סרור,0,0,0,0
יבגני ביל,0,0,0,0
יבגני וינברג,0,0,0,0
יבגני מקלר,0,0,0,0
יבגני שויחטמן,0,0,0,0
יבגניה לוין-קולדיוק,0,0,0,0
יבגניה סוקול,0,0,1,0
יבגניה סלוצקי בנק,0,0,0,0
יגאל בן הרוש,0,0,0,0
יגאל ברונשטיין,0,0,0,0
יגאל ברשטיין,0,0,0,0
יגאל רוטפלד,0,0,0,0
ידין לוי,1,1,1,1
יהודה יוליאן שטטר,0,0,0,0
יהודה ספקוטי,0,0,0,0
יהודה קליין,0,0,0,0
יהודית זוהר,0,0,0,0
יהודית טיצ'ר,0,0,0,0
יהודית ניר,0,0,0,0
יהודית רונת,0,0,0,0
יהונתן גרוסמן,0,0,0,0
יהונתן זינגר,0,0,0,0
יהונתן לוין,0,0,0,0
יהונתן נבו,0,0,1,1
יהונתן קפלן,1,1,0,0
יהושוע גושן,0,0,0,0
יואב אבני,0,0,0,0
יואב אוצ'יטל,0,0,0,0
יואב אלפרט,1,0,1,0
יואב ארוש,0,0,0,0
יואב ברוך,0,0,0,0
יואב גימון,0,0,0,0
יואב ורדיזר,0,0,0,0
יואב יניר,0,0,0,0
יואב ירון,0,0,0,0
יואב מוריץ,0,0,0,0
יואב רוזנטל,0,0,0,0
יואב שטיין,0,0,0,0
יואל טולדנו,0,0,1,1
יואל ניסנבאום וד״ר דניס דרמן,0,0,0,0
יואש פרמוט,0,0,0,0
יובל אור,1,0,0,0
יובל ארמה,0,0,0,0
יובל גרובר,0,1,0,0
יובל זינגר,0,0,0,0
יובל לביא,1,1,1,1
יובל לוטן,0,0,0,0
יובל סופרו,0,1,1,1
יובל עצמון,0,0,0,0
יובל פעילן,0,0,0,0
יובל פרייפלד,1,1,1,1
יוג'ין  כהן,0,0,0,0
יוהן עמר,0,0,0,0
יוחאי בר שביט,0,0,0,0
יוחאי מלול,0,0,1,0
יוחאי שושני,0,0,0,0
יוחנן חורב,0,0,0,0
יולי ביטרמן,1,0,0,0
יולי גולדמן,0,0,0,0
יוליה אפשטיין,0,1,0,0
יוליה גמרמן,0,0,0,0
יוליה ולדמן גרינשפון,1,1,0,1
יוליה פרנקין,0,0,0,1
יוליה ריבו,0,0,0,0
יולנדה סורוביץ - מרפאת שנטיב,0,0,0,0
יומנא עמשה,0,0,0,0
יונה יניב,0,0,0,1
יוני ישעיהו,1,1,1,1
יונית וואהל,1,0,0,1
יונית מרקוס פרלמן,0,0,0,0
יונית שכטמן,0,0,1,0
יונס בטחיש,0,0,0,0
יונתן אברהם דמה,0,0,0,0
יונתן בוטבול,1,0,0,0
יונתן בירנצוויג,0,0,0,0
"יונתן וגמייסטר / jonathan wagmaister, md",0,1,1,1
יונתן סטנלי,0,1,0,0
יונתן קוגן,1,0,1,0
יונתן קוך,0,0,0,0
יונתן שפירא,0,0,0,1
יונתן שפר,0,0,0,0
יוסי בראון,0,0,0,0
יוסי דוקס,0,0,1,0
יוסי טייב,0,0,0,0
יוסי לביב,0,0,0,0
יוסי נמיר,0,0,0,0
יוסי פיכמן,0,0,0,0
יוסף אבנעים,1,0,0,0
יוסף אקשטיין,1,0,0,0
יוסף בלאט,0,1,0,0
יוסף בלום,0,1,0,1
יוסף ברגר,0,0,0,0
יוסף גפני,0,0,0,0
יוסף דוייב,0,0,1,1
יוסף הר טוב,0,0,0,0
יוסף וייס,0,0,0,0
יוסף לייטנר,0,0,0,0
יוסף מנסור,1,0,1,0
יוסף פרנץ,1,0,0,0
יוסף שבו,0,0,0,0
יוסף שמואלי,0,0,0,0
יורי ברחמן,0,0,0,0
יורי גולדס,0,0,0,0
יורי מנוסקין,1,1,0,0
יורי פייסחוביץ,0,0,0,0
יורי קלסוב,0,0,0,0
יורם גלעדי,0,0,0,1
יורם דקל,1,0,0,1
יורם וולף,0,1,0,0
יורם מור,0,0,0,1
יורם מנור,0,1,0,0
יורם רוזן,0,0,0,0
יזהר ארז,0,0,0,0
יזהר אריאלי,0,1,0,0
יזיד חסן,0,0,0,0
יזן בואקנה - multy care,1,0,0,0
יחזקאל לוי,1,0,0,0
יחזקאל שוטלנד,0,0,0,0
יחיא קאסם,0,0,0,0
ילנה ביל,0,0,0,0
ילנה בניאמינסון,0,0,0,0
ילנה דייץ' daich elena,0,0,0,0
ילנה צ'רטוק שחם,1,0,0,0
ינאי זינס,0,0,0,0
ינון חזן,1,0,0,0
ינון לב,0,0,0,0
ינון לם,0,0,0,0
ינון לרנר,0,0,0,0
ינון שפירא,0,1,0,0
יניב אבנר,0,0,0,0
יניב ברקנא,0,1,0,0
יניב דגן,0,0,0,0
יניב יונאי,0,0,0,1
יניב מאייר,0,0,0,0
יניב מועדים לשמחה,0,0,0,0
יניב פתיה,0,0,0,0
יניב ציפורי,1,1,0,0
יניב קרן,0,0,1,1
יניר כסיף,0,0,0,0
יסמין חטיב עטאללה,0,0,0,0
יעל אדה,0,0,0,0
יעל גרטי גרוס,0,0,1,0
יעל וינטרוב,0,0,0,0
יעל זעירא,0,0,0,0
יעל חיים,0,0,0,0
יעל יוסופוב דהרי,0,0,0,0
יעל יעקבי,0,0,0,0
יעל כהן,0,0,0,0
יעל להט גולדשטיין,0,0,0,0
יעל מוזר גלזברג,0,0,0,0
יעל פסטרנק,0,0,0,0
יעל פרמוט,0,0,0,0
יעל רדלר,0,1,0,0
יעל רנרט-יובל,0,0,0,0
יעל שפירא גליץ,0,1,1,0
יעל שקי תמיר,0,0,0,0
יעלה בן נפתלי,0,0,0,0
יעקב גבריאלוב,0,0,0,0
יעקב לוי,0,0,0,0
יעקב מלכה,1,0,0,0
יעקב נובוטני,1,1,1,0
יעקב פרנד,1,0,1,0
יעקב רומננקו,0,0,0,0
יעקב שאולי,0,0,0,0
יעקב שפירא,0,1,1,1
יעקבי יעקב,0,0,0,0
יעקוב שווץ,0,0,0,1
יפית חמצני,0,0,0,0
יפעת ויגיסר,0,0,0,0
יפעת יוסף-לישצ'ינסקי,0,0,0,0
יפעת סנדלר,1,0,0,1
יפתח ינאי,0,0,0,0
יצחק אידלמן,0,0,0,0
יצחק בכר,0,0,0,0
יצחק בר אור,0,0,0,0
יצחק גולן,0,0,0,0
יצחק דנו,0,0,0,0
יצחק דרורי,0,0,0,0
יצחק לוי,0,0,0,0
יצחק פיינשטין,0,0,0,0
יצחק שר,0,0,0,0
יקטרינה שלקוב,0,0,0,0
ירדן אסבג,0,0,0,0
ירדנה משיח,0,0,0,0
ירון אונגר,0,0,0,0
ירון ארליך,0,1,0,1
ירון בן מרדכי,0,0,0,0
ירון בר זיו,1,1,1,1
ירון ברין,1,1,1,1
ירון ברקוביץ,1,1,1,1
ירון גיל,0,1,0,0
ירון זיקר,0,0,0,0
ירון זנתי,0,0,0,0
ירון סטנובסקי,1,0,0,0
ירון סלע,0,1,0,1
ירון קוניגסברג,0,0,0,0
ירון רודניצקי,0,0,0,0
ירון ריסין,0,1,0,0
ירונה שפר-יעקב,0,0,0,0
יריב גולדשטיין,0,0,0,1
יריב סלעית,0,1,1,0
יריב קשת,0,0,0,0
יריב שטבהולץ,0,0,1,1
ישראל גלוזמן,0,0,0,0
ישראל הנדלר,0,0,0,0
כאמל עמאשה,0,1,0,0
כיפאח בלאל,0,0,0,0
כמאל מטאנס md,1,0,0,0
כמאל נעמה,0,0,0,0
כפאח אבו עמשה,0,0,0,0
כפיר טל,1,1,0,0
כץ קליניק katz clinic,0,0,0,0
כרים סלאמה,0,0,0,0
כרמל פינק,0,0,0,0
כרמל שחר,0,0,0,0
לאה אקהרד כחלון,0,0,0,0
לאה טפירו,0,0,0,0
לאון אזגווי לוי,0,0,0,0
לאון גרדוב,0,1,0,0
לאוניד ברוורמן,0,0,0,0
לאוניד ליפקין,0,0,0,0
לאור בן שמעון,0,0,0,0
לאורה חזן,0,0,0,0
לאמרה ארנס,0,0,0,0
לאנדרו קסלמן,0,0,0,0
לארי אגר,0,0,0,0
לב דורפמן,0,0,0,0
לב לפידוס,1,1,1,1
לב קורבסקי,0,0,0,0
לבנת עטר פרוימן,0,0,0,0
להבית אקרמן,0,0,0,0
לואא עומר,0,1,0,0
לואי בסול,0,0,0,0
לואי חלאילה,0,0,0,0
לואי עבוד,0,0,0,0
לואיז הנריקס,0,0,0,0
לואיס שור,1,0,1,0
לובה בר סף,0,0,0,0
לוצ'ילה זורזטי,1,0,0,0
לורה ברומברג,0,0,0,0
לורה ג'רארד-שטיין,0,0,0,0
לוריאן מדיקל,0,0,0,0
לורין לויט-רוזן,0,0,0,0
לורן אבישר אביטן,0,0,0,0
לורנס בין,0,0,0,0
לי יערי,0,0,0,0
לי קפלן פלך,0,0,0,0
לי שגב,0,0,0,0
ליאב יואלי,0,0,0,0
ליאון גילמן,0,0,0,0
ליאון גרין,0,0,0,0
ליאון ספיבק,0,0,0,0
ליאור בן אלטא - קליניקה לפיזיותרפיה,1,0,0,0
ליאור בן צבי,1,0,0,0
ליאור ברקוביץ,0,0,0,0
ליאור גונן,0,0,0,0
ליאור דרוקר,1,0,0,0
ליאור טולקין,1,0,1,0
ליאור לבר,0,1,0,1
ליאור לוי,0,0,0,0
ליאור לייבו,0,0,0,0
ליאור נסים,0,0,0,0
ליאור סלוק,0,0,0,0
ליאור סעידיאן,0,0,0,0
ליאור קורן,0,0,0,1
ליאורה גיא,0,0,0,0
ליאורה דנזיג לידר,0,0,0,0
ליאורה הולנדר,0,0,0,0
ליאורה רוזן,0,0,0,0
ליאת אטס-פוקס,1,1,1,0
ליאת ברנט,0,0,0,0
ליאת הכט-נקר,0,0,0,0
ליאת פרל,0,0,0,0
ליאת שילה זלצר,1,0,0,0
ליבי כרמי,0,0,0,0
ליבנה שפט הלר,0,0,0,0
לידור עטרי גילשטיין,0,0,0,0
לידור שמואלי,0,0,0,0
ליהי שגיא,0,0,0,0
ליונל אזן,1,0,0,0
ליזה גרוסמן,0,0,0,0
ליזה קאלי,0,0,0,0
ליטל אלהרר - plastic nurse,0,0,0,0
לילא חדאד,0,0,0,0
לילה בראנסי,0,0,0,0
לילי שרותי בריאות השן,0,0,0,1
ליליאנה אוריה,0,0,0,0
לילך גולדשטיין,0,0,0,1
לילך כהן,0,0,0,0
לילך שמר-מאירי,0,0,0,0
לימור ציפרמן,0,0,0,0
לימור שפסה יצחקי,0,0,0,0
לין טוגנדרייך,0,0,0,0
לינה שלל,0,0,0,0
לינור אברהם גלעדי,0,0,0,0
ליסה לונדון,0,0,0,0
ליסה פטלה,0,0,0,0
ליעד חיימוביץ,0,0,0,0
לירון ברקוביץ',1,1,1,1
לירון מלצר,0,0,0,0
לירן אופיר,0,0,0,0
לירן טיאוסנו,1,0,1,1
לירן לוי,0,0,0,0
לנא אבו ורדה,0,0,0,0
לנה עושרת,0,0,0,0
לריסה ויינר,0,0,0,0
לריסה מוצמכר,0,0,0,0
לריסה ריבו,0,0,0,0
מאדי אל חאג',0,0,0,0
מאהר חג'אזי,0,0,0,0
מאהר חורי,0,0,0,0
מאהר חטיב,1,0,1,1
מאהר פלאח,0,0,0,0
מאוריסיו כהן-וייזר,1,1,1,1
מאזן פלאח,1,1,0,1
מאיה אבו גזאלה,0,0,0,0
מאיה אווה פלג,0,0,0,0
מאיה בן צבי,0,0,0,0
מאיה טורם,0,0,0,0
מאיה כלב-לנדוי,1,0,0,0
מאיה שרון וינר,1,1,0,0
מאיר באבאיב,0,0,0,0
מאיר זמל,1,1,0,0
מאיר טל,0,0,0,0
מאיר ממרייב,0,0,0,0
מאיר פומרנץ,1,1,0,1
מאיר קרופסקי,0,0,0,1
מאיר רייכר,1,1,0,1
מאיר רצ'קימן,1,0,0,0
מאירה פוגל לוין,0,0,1,0
מאלק אבו-לאפי,0,0,0,0
מאסטרפיס,0,0,0,0
מארי אודיל אריק - marie-odile erik,0,0,0,0
מארי נופי-ברהום,0,0,0,0
מאריו דאוד,0,0,0,0
מארק דוד בוכריס,0,0,0,0
